fiscal_year,subcustomer,customer,MaxOfPSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,MaxOfIsOfficialPBL,MaxOfIsPerformanceBasedLogistics,ObligatedAmount
2009,Air Force,Defense,2,1,1,0,0,NULL,NULL,301893372.7
2009,Air Force,Defense,2,1,1,1,2,NULL,NULL,518155916.3
2009,Air Force,Defense,4,0,0,0,0,NULL,NULL,619344124.7
2009,Air Force,Defense,4,0,0,1,2,NULL,NULL,596677478.5
2009,Air Force,Defense,4,0,1,0,2,NULL,NULL,1489502137
2009,Air Force,Defense,4,0,1,2,0,NULL,NULL,85334211.9
2009,Air Force,Defense,4,1,0,0,2,NULL,NULL,2938161514
2009,Air Force,Defense,4,1,0,2,0,NULL,NULL,185950006.7
2009,Air Force,Defense,4,1,1,1,0,NULL,NULL,293152796.9
2009,Army,Defense,NULL,0,0,2,2,1,1,74225.52
2009,Army,Defense,NULL,0,1,0,2,0,0,14180427.87
2009,Army,Defense,2,0,0,1,0,1,1,556695.04
2009,Army,Defense,2,0,0,2,0,0,1,9270886.12
2009,Army,Defense,2,0,0,2,2,1,1,83789792.68
2009,Army,Defense,2,0,1,0,2,0,0,1031154
2009,Army,Defense,2,1,0,0,2,0,0,0
2009,Army,Defense,2,1,0,1,2,1,1,45705595.08
2009,Army,Defense,2,1,1,0,2,1,1,19225298
2009,Army,Defense,4,0,0,0,2,1,1,310907421.8
2009,Army,Defense,4,0,0,2,0,1,1,621336.8
2009,Army,Defense,4,1,0,2,0,0,1,210922797.8
2009,Army,Defense,4,1,0,2,2,1,1,201319947.1
2009,DLA,Defense,2,1,1,1,2,1,1,48300000
2009,DLA,Defense,4,1,0,0,2,1,1,99950
2009,Navy,Defense,NULL,0,0,0,2,NULL,NULL,8992827948
2009,Navy,Defense,NULL,0,0,2,0,NULL,NULL,4231423780
2009,Navy,Defense,NULL,0,1,1,0,NULL,NULL,299753580.7
2009,Navy,Defense,NULL,1,0,1,0,NULL,NULL,1610825066
2009,Navy,Defense,NULL,1,1,0,0,NULL,NULL,393363426.6
2009,Navy,Defense,2,0,0,0,2,NULL,NULL,1660836518
2009,Navy,Defense,2,0,0,2,0,NULL,NULL,5795734936
2009,Navy,Defense,2,0,1,1,0,NULL,NULL,192504785.8
2009,Navy,Defense,2,0,1,2,2,NULL,NULL,275945235.9
2009,Navy,Defense,2,1,0,1,0,NULL,NULL,646433198.4
2009,Navy,Defense,2,1,0,2,2,NULL,NULL,169810234.9
2009,Navy,Defense,2,1,1,0,0,NULL,NULL,431954530.3
2009,Navy,Defense,2,1,1,1,2,NULL,NULL,60719490.03
2009,Navy,Defense,4,0,0,0,0,NULL,NULL,2268189956
2009,Navy,Defense,4,0,0,1,2,NULL,NULL,390195058.4
2009,Navy,Defense,4,0,1,0,2,NULL,NULL,1944461890
2009,Navy,Defense,4,0,1,2,0,NULL,NULL,4945796.8
2009,Navy,Defense,4,1,0,0,2,NULL,NULL,1271866953
2009,Navy,Defense,4,1,0,2,0,NULL,NULL,382887121.3
2009,Navy,Defense,4,1,1,1,0,NULL,NULL,186353091.7
2009,Navy,Defense,4,1,1,2,2,NULL,NULL,52074477.1
2010,Air Force,Defense,2,0,0,1,0,1,1,8232952.22
2010,Air Force,Defense,2,0,0,2,2,1,1,36687614.79
2010,Air Force,Defense,2,1,0,0,0,1,1,92883589.17
2010,Air Force,Defense,2,1,1,0,0,0,1,2996801
2010,Air Force,Defense,2,1,1,0,2,1,1,1936329.38
2010,Air Force,Defense,4,0,0,0,2,1,1,17627935.54
2010,Air Force,Defense,4,1,1,0,0,1,1,5213642
2010,Air Force,Defense,4,1,1,1,0,0,1,35169139
2010,Air Force,Defense,4,1,1,1,2,1,1,13621798
2010,Air Force,Defense,4,1,1,2,2,0,1,-3833599.26
2010,Army,Defense,NULL,0,0,1,2,NULL,NULL,5082675560
2010,Army,Defense,NULL,0,1,0,2,NULL,NULL,13669398470
2010,Army,Defense,NULL,0,1,2,0,NULL,NULL,657520822.1
2008,Air Force,Defense,4,1,0,2,0,NULL,NULL,265724312.3
2008,Air Force,Defense,4,1,1,1,0,NULL,NULL,374556240.5
2008,Air Force,Defense,4,1,1,2,2,NULL,NULL,479941106.6
2008,Army,Defense,NULL,0,0,1,0,NULL,NULL,1632544127
2008,Army,Defense,NULL,0,0,2,2,NULL,NULL,4388993148
2008,Army,Defense,NULL,0,1,0,0,NULL,NULL,2553407278
2008,Army,Defense,NULL,0,1,1,2,NULL,NULL,2461170934
2008,Army,Defense,NULL,1,0,0,0,NULL,NULL,776196747.6
2008,Army,Defense,NULL,1,0,1,2,NULL,NULL,898738225.6
2008,Army,Defense,NULL,1,1,0,2,NULL,NULL,1835826334
2008,Army,Defense,NULL,1,1,2,0,NULL,NULL,1116990532
2008,Army,Defense,2,0,0,2,2,NULL,NULL,1063677120
2008,Army,Defense,2,0,1,1,2,NULL,NULL,1254317414
2008,Army,Defense,2,1,0,1,2,NULL,NULL,1764903030
2008,Army,Defense,2,1,1,0,2,NULL,NULL,1082083568
2008,Army,Defense,2,1,1,2,0,NULL,NULL,199831219.8
2008,Army,Defense,4,0,0,0,2,NULL,NULL,1322717471
2008,Army,Defense,4,0,0,2,0,NULL,NULL,2339005160
2008,Army,Defense,4,0,1,1,0,NULL,NULL,226220212
2008,Army,Defense,4,0,1,2,2,NULL,NULL,4242254649
2008,Army,Defense,4,1,0,1,0,NULL,NULL,199566058.1
2008,Army,Defense,4,1,0,2,2,NULL,NULL,5231608039
2008,Army,Defense,4,1,1,0,0,NULL,NULL,466661323.6
2008,Army,Defense,4,1,1,1,2,NULL,NULL,553917518.4
2008,DLA,Defense,NULL,0,0,1,0,NULL,NULL,8789902.6
2008,DLA,Defense,NULL,0,0,2,2,NULL,NULL,430607310.9
2008,DLA,Defense,NULL,0,1,0,0,NULL,NULL,268900483.3
2008,DLA,Defense,NULL,0,1,1,2,NULL,NULL,2263749332
2008,DLA,Defense,NULL,1,0,0,0,NULL,NULL,68079
2008,DLA,Defense,NULL,1,0,1,2,NULL,NULL,787400.84
2008,DLA,Defense,NULL,1,1,0,2,NULL,NULL,382144955.6
2008,DLA,Defense,4,0,1,2,2,NULL,NULL,12407916.99
2008,DLA,Defense,4,1,0,2,2,NULL,NULL,32142
2008,DLA,Defense,4,1,1,1,2,NULL,NULL,122742882.4
2008,MDA,Defense,NULL,0,0,0,2,NULL,NULL,10600589.35
2008,MDA,Defense,NULL,0,0,2,0,NULL,NULL,544478051.7
2008,MDA,Defense,NULL,0,1,1,0,NULL,NULL,48670675
2008,MDA,Defense,NULL,1,0,1,0,NULL,NULL,223075251
2008,MDA,Defense,NULL,1,1,0,0,NULL,NULL,29184980.48
2008,MDA,Defense,2,0,0,0,2,NULL,NULL,1188493.5
2008,MDA,Defense,2,0,0,2,0,NULL,NULL,1796666041
2008,MDA,Defense,2,1,0,1,0,NULL,NULL,74537787
2008,MDA,Defense,2,1,1,0,0,NULL,NULL,98262416
2008,MDA,Defense,4,0,0,0,0,NULL,NULL,9553902.83
2008,MDA,Defense,4,0,0,1,2,NULL,NULL,568694
2008,MDA,Defense,4,1,0,2,0,NULL,NULL,90000
2008,MDA,Defense,4,1,1,1,0,NULL,NULL,6281695
2008,MilitaryHealth,Defense,NULL,0,0,2,2,NULL,NULL,459139074.3
2008,MilitaryHealth,Defense,NULL,0,1,0,0,NULL,NULL,159079.7
2008,MilitaryHealth,Defense,NULL,0,1,1,2,NULL,NULL,293693948.3
2008,MilitaryHealth,Defense,2,0,0,2,2,NULL,NULL,777385.1
2008,MilitaryHealth,Defense,2,0,1,1,2,NULL,NULL,19923
2008,MilitaryHealth,Defense,2,1,0,1,2,NULL,NULL,20160
2008,Navy,Defense,2,0,0,0,2,0,1,29947.53
2008,Navy,Defense,2,0,1,1,0,0,1,800682
2008,Navy,Defense,2,1,1,0,2,1,1,13916812.08
2008,Navy,Defense,4,0,1,0,2,0,1,24092747.8
2008,Navy,Defense,4,1,0,0,2,0,1,37828771.22
2008,Navy,Defense,4,1,0,2,0,0,1,56433839
2008,Navy,Defense,4,1,1,0,0,1,1,3702168.46
2008,Other DoD,Defense,NULL,0,0,1,0,NULL,NULL,311949594.2
2008,Other DoD,Defense,NULL,0,1,0,0,NULL,NULL,588742477.5
2008,Other DoD,Defense,NULL,1,0,0,0,NULL,NULL,36923554.58
2008,Other DoD,Defense,2,0,0,1,0,NULL,NULL,94956287.7
2008,Other DoD,Defense,2,0,0,2,2,NULL,NULL,130431288.9
2008,Other DoD,Defense,2,0,1,0,0,NULL,NULL,430989252.4
2008,Other DoD,Defense,2,0,1,1,2,NULL,NULL,33125161.53
2008,Other DoD,Defense,2,1,0,0,0,NULL,NULL,61526031.2
2008,Other DoD,Defense,2,1,0,1,2,NULL,NULL,18321931.3
2008,Other DoD,Defense,2,1,1,0,2,NULL,NULL,84684393.37
2008,Other DoD,Defense,2,1,1,2,0,NULL,NULL,1666921
2008,Other DoD,Defense,4,0,0,0,2,NULL,NULL,260308450.5
2008,Other DoD,Defense,4,0,0,2,0,NULL,NULL,135304734.4
2008,Other DoD,Defense,4,0,1,1,0,NULL,NULL,69380889.1
2008,Other DoD,Defense,4,0,1,2,2,NULL,NULL,80850009.29
2008,Other DoD,Defense,4,1,0,1,0,NULL,NULL,6585253.87
2008,Other DoD,Defense,4,1,0,2,2,NULL,NULL,10454690.95
2008,Other DoD,Defense,4,1,1,0,0,NULL,NULL,81289630.71
2008,Other DoD,Defense,4,1,1,1,2,NULL,NULL,55509397.77
2009,Air Force,Defense,NULL,0,0,0,0,NULL,NULL,2184703842
2009,Air Force,Defense,NULL,0,0,1,2,NULL,NULL,880962799.8
2009,Air Force,Defense,NULL,0,1,0,2,NULL,NULL,2942819420
2009,Air Force,Defense,NULL,0,1,2,0,NULL,NULL,98781978.61
2009,Air Force,Defense,NULL,1,0,0,2,NULL,NULL,1623464587
2009,Air Force,Defense,NULL,1,0,2,0,NULL,NULL,1856363166
2009,Air Force,Defense,NULL,1,1,1,0,NULL,NULL,43935915.53
2009,Air Force,Defense,NULL,1,1,2,2,NULL,NULL,99238401.05
2009,Air Force,Defense,2,0,0,0,0,NULL,NULL,1351596382
2009,Air Force,Defense,2,0,0,1,2,NULL,NULL,1184315436
2009,Air Force,Defense,2,0,1,0,2,NULL,NULL,1978092109
2009,Air Force,Defense,2,0,1,2,0,NULL,NULL,25821653.8
2009,Air Force,Defense,2,1,0,0,2,NULL,NULL,412285671.1
2009,Air Force,Defense,2,1,0,2,0,NULL,NULL,158969106.9
2009,Air Force,Defense,2,1,1,1,0,NULL,NULL,130624443.6
2009,Air Force,Defense,2,1,1,2,2,NULL,NULL,14119833.3
2009,Air Force,Defense,4,0,0,1,0,NULL,NULL,168200648.9
2009,Air Force,Defense,4,0,0,2,2,NULL,NULL,1884210575
2009,Air Force,Defense,4,0,1,0,0,NULL,NULL,933784277.4
2009,Air Force,Defense,4,0,1,1,2,NULL,NULL,491610044.7
2009,Air Force,Defense,4,1,0,0,0,NULL,NULL,1299902868
2009,Air Force,Defense,4,1,0,1,2,NULL,NULL,2621244178
2009,Air Force,Defense,4,1,1,0,2,NULL,NULL,3768742316
2009,Air Force,Defense,4,1,1,2,0,NULL,NULL,137238187.6
2009,Army,Defense,NULL,0,0,0,2,0,0,26998039.08
2009,Army,Defense,2,0,0,0,0,1,1,87640113.2
2009,Army,Defense,2,0,0,0,2,0,0,37789045.02
2009,Army,Defense,2,0,0,1,2,1,1,808099.74
2009,Army,Defense,2,1,0,0,0,0,1,10147102.75
2009,Army,Defense,4,0,0,0,0,0,0,4740663.96
2009,Army,Defense,4,0,0,1,0,1,1,88157012.92
2009,Army,Defense,4,0,0,2,2,1,1,34392450.47
2009,Army,Defense,4,1,1,0,2,1,1,3821494.5
2009,DLA,Defense,4,1,0,0,2,0,1,57406
2009,DLA,Defense,4,1,1,1,2,1,1,18019639
2009,MDA,Defense,2,0,0,0,0,NULL,NULL,662751651.2
2009,MDA,Defense,2,0,0,1,2,NULL,NULL,553756.62
2009,MDA,Defense,2,0,1,0,2,NULL,NULL,-7069120.33
2009,MDA,Defense,2,1,0,0,2,NULL,NULL,22598319.56
2009,MDA,Defense,2,1,0,2,0,NULL,NULL,424060967.3
2009,MDA,Defense,2,1,1,1,0,NULL,NULL,10606028
2009,MDA,Defense,4,0,0,1,0,NULL,NULL,527557.03
2009,MDA,Defense,4,1,0,0,0,NULL,NULL,7659584.26
2009,MilitaryHealth,Defense,2,0,0,0,2,NULL,NULL,95110.13
2009,MilitaryHealth,Defense,4,0,0,0,0,NULL,NULL,28304
2009,Navy,Defense,NULL,0,0,1,0,NULL,NULL,1349094294
2009,Navy,Defense,NULL,0,1,0,0,NULL,NULL,1707250396
2009,Navy,Defense,NULL,1,0,0,0,NULL,NULL,2250340488
2009,Navy,Defense,NULL,1,0,0,2,1,1,-1250
2009,Navy,Defense,NULL,1,0,1,2,0,1,19770
2009,Navy,Defense,NULL,1,1,0,2,0,1,17147.84
2009,Navy,Defense,2,0,0,1,0,NULL,NULL,582623600.7
2009,Navy,Defense,2,0,0,2,2,NULL,NULL,678646608.5
2009,Navy,Defense,2,0,1,0,0,NULL,NULL,2479516664
2009,Navy,Defense,2,0,1,1,2,NULL,NULL,154549437.3
2009,Navy,Defense,2,1,0,0,0,NULL,NULL,340807932
2009,Navy,Defense,2,1,0,1,2,NULL,NULL,483433437
2009,Navy,Defense,2,1,1,0,2,NULL,NULL,779293270.9
2009,Navy,Defense,2,1,1,2,0,NULL,NULL,10635304.25
2009,Navy,Defense,4,0,0,0,2,NULL,NULL,865284500
2009,Navy,Defense,4,0,0,2,0,NULL,NULL,2727671236
2009,Navy,Defense,4,0,1,1,0,NULL,NULL,51227991.49
2009,Navy,Defense,4,1,0,1,0,NULL,NULL,3878557771
2009,Navy,Defense,4,1,1,0,0,NULL,NULL,507179577.3
2009,Navy,Defense,4,1,1,0,2,1,1,253041224.1
2009,Other DoD,Defense,NULL,0,0,1,2,NULL,NULL,32733177.04
2009,Other DoD,Defense,NULL,0,1,0,2,NULL,NULL,713483824.8
2009,Other DoD,Defense,NULL,0,1,2,0,NULL,NULL,50930720.78
2009,Other DoD,Defense,NULL,1,0,0,2,NULL,NULL,80092152.42
2009,Other DoD,Defense,NULL,1,0,2,0,NULL,NULL,19379780.11
2009,Other DoD,Defense,NULL,1,1,1,0,NULL,NULL,38375828.64
2009,Other DoD,Defense,NULL,1,1,2,2,NULL,NULL,101089.22
2010,Air Force,Defense,2,0,0,0,0,1,1,17182747.81
2010,Air Force,Defense,2,0,0,1,2,1,1,13550859.21
2010,Air Force,Defense,2,1,0,0,2,1,1,180567.45
2010,Air Force,Defense,2,1,1,1,0,1,1,124700
2010,Air Force,Defense,4,0,0,0,0,0,0,19305014.2
2010,Air Force,Defense,4,0,0,2,2,1,1,310773.28
2010,Air Force,Defense,4,1,0,1,0,0,1,2157120
2010,Air Force,Defense,4,1,1,0,0,0,1,177715983.3
2010,Air Force,Defense,4,1,1,0,2,1,1,122127548
2010,Air Force,Defense,4,1,1,1,2,0,1,46488979.04
2010,Army,Defense,2,0,0,1,0,1,1,335347.2
2010,Army,Defense,2,0,0,2,0,0,1,2009998.97
2010,Army,Defense,2,0,1,0,2,0,0,854023
2010,Army,Defense,2,1,0,0,0,1,1,11051679.27
2010,DLA,Defense,2,0,0,0,2,1,1,1452000
2010,DLA,Defense,2,0,1,0,2,0,1,171835177.5
2010,DLA,Defense,2,1,1,1,2,1,1,16836497
2010,DLA,Defense,4,1,0,0,2,1,1,79950
2010,MDA,Defense,NULL,0,0,0,2,NULL,NULL,25767872.96
2010,MDA,Defense,NULL,0,0,2,0,NULL,NULL,461969316.5
2010,MDA,Defense,NULL,0,1,1,0,NULL,NULL,49151975
2010,MDA,Defense,NULL,1,0,1,0,NULL,NULL,611483931.5
2010,MDA,Defense,NULL,1,0,2,2,NULL,NULL,7037429
2010,MDA,Defense,NULL,1,1,0,0,NULL,NULL,12898590.71
2010,MDA,Defense,2,0,1,2,2,NULL,NULL,23059215.96
2010,MDA,Defense,2,1,0,2,2,NULL,NULL,277638
2010,MDA,Defense,4,0,0,1,2,NULL,NULL,345998.52
2010,MDA,Defense,4,0,1,0,2,NULL,NULL,5000
2010,MDA,Defense,4,1,0,0,2,NULL,NULL,-372.34
2010,MDA,Defense,4,1,0,2,0,NULL,NULL,18926.32
2010,MDA,Defense,4,1,1,1,0,NULL,NULL,34965003.98
2010,MilitaryHealth,Defense,NULL,0,0,2,2,NULL,NULL,1524335389
2010,MilitaryHealth,Defense,NULL,0,1,0,0,NULL,NULL,0
2010,MilitaryHealth,Defense,NULL,0,1,1,2,NULL,NULL,-214898.45
2010,MilitaryHealth,Defense,2,0,0,2,2,NULL,NULL,262881.05
2010,MilitaryHealth,Defense,2,1,0,1,2,NULL,NULL,20160
2010,MilitaryHealth,Defense,4,0,0,0,2,NULL,NULL,1643008
2010,MilitaryHealth,Defense,4,0,0,2,0,NULL,NULL,0
2010,Navy,Defense,NULL,1,1,0,2,1,1,835008
2010,Navy,Defense,2,1,1,0,2,1,1,473995334.4
2010,Navy,Defense,4,0,1,0,2,0,1,30029852.81
2010,Navy,Defense,4,1,0,0,2,0,1,22615417.15
2010,Navy,Defense,4,1,0,2,2,1,1,83801310
2010,Navy,Defense,4,1,1,0,0,1,1,128050370.7
2010,Navy,Defense,4,1,1,1,2,1,1,6457613.07
2010,Other DoD,Defense,NULL,0,0,1,0,NULL,NULL,494804733.2
2010,Other DoD,Defense,NULL,0,0,2,2,NULL,NULL,284493563.2
2010,Other DoD,Defense,NULL,0,1,0,0,NULL,NULL,380579299.6
2010,Other DoD,Defense,NULL,0,1,1,2,NULL,NULL,11228545.05
2010,Other DoD,Defense,NULL,1,0,0,0,NULL,NULL,61614162.8
2010,Other DoD,Defense,NULL,1,0,1,2,NULL,NULL,9091413.44
2008,DLA,Defense,4,0,0,0,2,NULL,NULL,411451724.8
2008,DLA,Defense,4,0,0,2,0,NULL,NULL,1699029
2008,DLA,Defense,4,0,1,1,0,NULL,NULL,360000
2008,DLA,Defense,4,1,0,1,0,NULL,NULL,0
2008,DLA,Defense,4,1,1,0,0,NULL,NULL,17744660.68
2008,MilitaryHealth,Defense,2,0,0,0,0,NULL,NULL,-178893.59
2008,MilitaryHealth,Defense,2,0,0,1,2,NULL,NULL,206764.15
2008,MilitaryHealth,Defense,2,0,1,0,2,NULL,NULL,57368.96
2008,MilitaryHealth,Defense,2,1,0,0,2,NULL,NULL,75065
2008,Navy,Defense,NULL,0,0,1,0,NULL,NULL,1413367864
2008,Navy,Defense,NULL,0,0,2,2,NULL,NULL,1479840797
2008,Navy,Defense,NULL,0,1,0,0,NULL,NULL,1658761358
2008,Navy,Defense,NULL,0,1,1,2,NULL,NULL,233100220.5
2008,Navy,Defense,NULL,1,0,0,0,NULL,NULL,3845386638
2008,Navy,Defense,NULL,1,0,1,2,NULL,NULL,629398650.8
2008,Navy,Defense,NULL,1,1,0,2,NULL,NULL,1013632230
2008,Navy,Defense,NULL,1,1,2,0,NULL,NULL,235000
2008,Navy,Defense,2,0,0,0,2,1,1,3607881.23
2008,Navy,Defense,2,0,1,0,2,0,1,714771
2008,Navy,Defense,2,1,0,0,2,0,1,1752133.27
2008,Navy,Defense,2,1,1,0,0,1,1,1061824
2008,Navy,Defense,2,1,1,1,2,1,1,27122
2008,Navy,Defense,4,0,1,0,2,1,1,29326964.99
2008,Navy,Defense,4,1,0,0,0,0,1,0
2008,Navy,Defense,4,1,0,0,2,1,1,40071
2008,Navy,Defense,4,1,1,0,2,0,1,523328154.8
2008,Other DoD,Defense,NULL,0,0,0,2,NULL,NULL,4039582486
2008,Other DoD,Defense,NULL,0,0,2,0,NULL,NULL,245271639.7
2008,Other DoD,Defense,NULL,0,1,1,0,NULL,NULL,40493925.75
2008,Other DoD,Defense,NULL,0,1,2,2,NULL,NULL,190618182.4
2008,Other DoD,Defense,NULL,1,0,1,0,NULL,NULL,10133647.06
2008,Other DoD,Defense,NULL,1,0,2,2,NULL,NULL,2135745.21
2008,Other DoD,Defense,NULL,1,1,0,0,NULL,NULL,85280906.99
2008,Other DoD,Defense,NULL,1,1,1,2,NULL,NULL,41895901.65
2008,Other DoD,Defense,2,0,0,1,2,1,1,2355934
2008,Other DoD,Defense,4,0,0,1,0,1,1,7342222.22
2008,Other DoD,Defense,4,1,1,0,2,1,1,18084.55
2009,Air Force,Defense,NULL,0,0,0,2,1,1,2526555.23
2009,Air Force,Defense,2,0,0,2,2,NULL,NULL,1416910014
2009,Air Force,Defense,2,0,1,1,2,NULL,NULL,517690491.2
2009,Air Force,Defense,2,1,0,1,2,NULL,NULL,545808842.1
2009,Air Force,Defense,2,1,1,0,2,NULL,NULL,592156678.4
2009,Air Force,Defense,2,1,1,2,0,NULL,NULL,14509301.29
2009,Air Force,Defense,4,0,0,0,2,NULL,NULL,1213170955
2009,Air Force,Defense,4,0,0,2,0,NULL,NULL,570534246.6
2009,Air Force,Defense,4,0,1,1,0,NULL,NULL,181686932.7
2009,Air Force,Defense,4,0,1,2,2,NULL,NULL,93515580.55
2009,Air Force,Defense,4,1,0,1,0,NULL,NULL,40812099.49
2009,Air Force,Defense,4,1,0,2,2,NULL,NULL,376656084.7
2009,Air Force,Defense,4,1,1,0,0,NULL,NULL,875440187
2009,Air Force,Defense,4,1,1,1,2,NULL,NULL,1360019854
2009,Army,Defense,2,0,0,1,0,NULL,NULL,742170949.7
2009,Army,Defense,2,0,0,2,2,NULL,NULL,1094858947
2009,Army,Defense,2,0,1,0,0,NULL,NULL,1692234387
2009,Army,Defense,2,0,1,1,2,NULL,NULL,640244571.6
2009,Army,Defense,2,1,0,0,0,NULL,NULL,214493667.8
2009,Army,Defense,2,1,0,1,2,NULL,NULL,1417707019
2009,Army,Defense,2,1,1,0,2,NULL,NULL,2255963637
2009,Army,Defense,2,1,1,2,0,NULL,NULL,45010213.24
2009,Army,Defense,4,0,0,0,2,NULL,NULL,1536036051
2009,Army,Defense,4,0,0,2,0,NULL,NULL,2396038325
2009,Army,Defense,4,0,1,1,0,NULL,NULL,229314866.8
2009,Army,Defense,4,1,0,1,0,NULL,NULL,176049912.5
2009,Army,Defense,4,1,1,0,0,NULL,NULL,669316524.2
2009,DLA,Defense,2,0,0,1,0,NULL,NULL,11305854.82
2009,DLA,Defense,2,0,0,2,2,NULL,NULL,42014360.55
2009,DLA,Defense,2,0,1,0,0,NULL,NULL,17350135.2
2010,Other DoD,Defense,NULL,1,1,0,2,NULL,NULL,334380308.1
2010,Other DoD,Defense,NULL,1,1,2,0,NULL,NULL,26624120
2010,Other DoD,Defense,2,0,0,2,2,NULL,NULL,442509564.9
2010,Other DoD,Defense,2,0,1,1,2,NULL,NULL,32383545.62
2010,Other DoD,Defense,2,1,0,1,2,NULL,NULL,13175080.23
2010,Other DoD,Defense,2,1,1,0,2,NULL,NULL,139495208
2010,Other DoD,Defense,2,1,1,2,0,NULL,NULL,487961.16
2010,Other DoD,Defense,4,0,0,0,2,NULL,NULL,595167986.5
2010,Other DoD,Defense,4,0,0,2,0,NULL,NULL,241228901.9
2010,Other DoD,Defense,4,0,1,1,0,NULL,NULL,49798284.07
2010,Other DoD,Defense,4,0,1,2,2,NULL,NULL,157907503.3
2010,Other DoD,Defense,4,1,0,1,0,NULL,NULL,1240873.08
2010,Other DoD,Defense,4,1,0,2,2,NULL,NULL,25521742.28
2010,Other DoD,Defense,4,1,1,0,0,NULL,NULL,20567046.86
2010,Other DoD,Defense,4,1,1,1,2,NULL,NULL,11598675.39
2011,Air Force,Defense,NULL,0,0,1,2,NULL,NULL,867308016.5
2011,Air Force,Defense,NULL,0,1,0,2,NULL,NULL,2248575939
2011,Air Force,Defense,NULL,0,1,2,0,NULL,NULL,121692276.1
2011,Air Force,Defense,NULL,1,0,0,2,NULL,NULL,1248495501
2011,Air Force,Defense,NULL,1,0,2,0,NULL,NULL,1504407779
2011,Air Force,Defense,NULL,1,1,1,0,NULL,NULL,281670891.5
2011,Air Force,Defense,NULL,1,1,2,2,NULL,NULL,297912983.8
2011,Air Force,Defense,2,0,0,1,0,1,1,8657409.72
2011,Air Force,Defense,2,1,0,0,0,1,1,100071084.3
2011,Air Force,Defense,2,1,1,0,0,0,1,-119268.82
2011,Air Force,Defense,2,1,1,2,2,NULL,NULL,146920961.8
2011,Air Force,Defense,4,0,0,2,2,NULL,NULL,2268387537
2011,Air Force,Defense,4,0,1,1,2,NULL,NULL,292180481.8
2011,Air Force,Defense,4,1,0,1,2,NULL,NULL,3624001364
2011,Air Force,Defense,4,1,1,0,2,NULL,NULL,4160505286
2011,Air Force,Defense,4,1,1,2,0,NULL,NULL,181964258.3
2011,Army,Defense,NULL,0,0,0,2,0,0,9838614.83
2011,Army,Defense,NULL,1,0,0,2,1,1,-86799.41
2011,Army,Defense,2,0,0,1,2,1,1,47959064.44
2011,Army,Defense,2,1,0,0,2,1,1,1799322.46
2011,Army,Defense,4,0,0,1,0,1,1,170899595.2
2011,Army,Defense,4,0,0,2,2,1,1,249143791.8
2011,Army,Defense,4,1,0,0,0,1,1,215378522.6
2011,Army,Defense,4,1,1,0,2,1,1,29702972.83
2011,DLA,Defense,2,0,0,1,0,NULL,NULL,2814929.95
2011,DLA,Defense,2,0,1,0,0,NULL,NULL,5427106.78
2011,DLA,Defense,2,1,0,0,0,NULL,NULL,121413.44
2011,MDA,Defense,NULL,0,0,0,0,NULL,NULL,57048730.54
2011,MDA,Defense,NULL,0,0,1,2,NULL,NULL,1986708.47
2011,MDA,Defense,NULL,0,1,0,2,NULL,NULL,1489297.67
2011,MDA,Defense,NULL,0,1,2,0,NULL,NULL,35630243
2011,MDA,Defense,NULL,1,0,0,2,NULL,NULL,548207.07
2011,MDA,Defense,NULL,1,0,2,0,NULL,NULL,745148826
2011,MDA,Defense,NULL,1,1,1,0,NULL,NULL,7026239
2011,MDA,Defense,2,0,0,0,0,NULL,NULL,614293796.4
2011,MDA,Defense,2,0,0,1,2,NULL,NULL,10813339.32
2011,MDA,Defense,2,0,1,0,2,NULL,NULL,1077379.83
2011,MDA,Defense,2,1,0,0,2,NULL,NULL,12549563.5
2011,MDA,Defense,2,1,0,2,0,NULL,NULL,193116524.4
2011,MDA,Defense,2,1,1,1,0,NULL,NULL,11927454
2011,MDA,Defense,4,0,0,1,0,NULL,NULL,3056000
2011,MDA,Defense,4,0,0,2,2,NULL,NULL,72538614.82
2011,MDA,Defense,4,0,1,0,0,NULL,NULL,565243
2011,MDA,Defense,4,0,1,1,2,NULL,NULL,808448
2011,MDA,Defense,4,1,0,0,0,NULL,NULL,7580500.14
2011,MDA,Defense,4,1,1,0,2,NULL,NULL,8156936.36
2011,MilitaryHealth,Defense,NULL,0,0,0,2,NULL,NULL,321455.62
2011,MilitaryHealth,Defense,NULL,0,0,2,0,NULL,NULL,6363203149
2011,MilitaryHealth,Defense,NULL,0,1,2,2,NULL,NULL,-46961.25
2011,MilitaryHealth,Defense,NULL,1,0,2,2,NULL,NULL,14306.25
2011,MilitaryHealth,Defense,2,0,0,0,2,NULL,NULL,1691822.82
2011,MilitaryHealth,Defense,2,1,0,2,2,NULL,NULL,570526.28
2006,Navy,Defense,4,1,1,0,2,0,1,315792953
2006,Other DoD,Defense,NULL,0,0,0,2,NULL,NULL,554439213.1
2006,Other DoD,Defense,NULL,0,0,2,0,NULL,NULL,68602216
2006,Other DoD,Defense,NULL,0,1,1,0,NULL,NULL,5716842
2006,Other DoD,Defense,NULL,1,0,1,0,NULL,NULL,2407490
2006,Other DoD,Defense,NULL,1,1,0,0,NULL,NULL,86225321.5
2007,Air Force,Defense,2,0,0,1,0,NULL,NULL,598874089.6
